,mode,file,topic,assigned_label,diversity,coherence,total_samples,label_counts,Politics,Renewable,Nature,Activism,Fossil,Waste,Lifestyle,Weather,Disaster,Agriculture,Transportation,Electricity,Construction,Climate,Technology
1,single_label,topic_0001.json,1,Politics,5,0.75,20,"{'Renewable': 2, 'Politics': 15, 'Disaster': 1, 'Fossil': 1, 'Lifestyle': 1}",15,2,0,0,1,0,1,0,1,0,0,0,0,0,0
2,single_label,topic_0002.json,2,Fossil,3,0.7,20,"{'Fossil': 14, 'Politics': 5, 'Nature': 1}",5,0,1,0,14,0,0,0,0,0,0,0,0,0,0
3,single_label,topic_0003.json,3,Renewable,7,0.316,20,"{'Lifestyle': 2, 'Renewable': 6, 'Politics': 3, 'Electricity': 2, 'Activism': 4, 'Fossil': 1, 'Waste': 1}",3,6,0,4,1,1,2,0,0,0,0,2,0,0,0
4,single_label,topic_0004.json,4,Politics,5,0.8,20,"{'Politics': 16, 'Fossil': 1, 'Agriculture': 1, 'Weather': 1, 'Activism': 1}",16,0,0,1,1,0,0,1,0,1,0,0,0,0,0
5,single_label,topic_0005.json,5,Transportation,6,0.7,20,"{'Politics': 1, 'Transportation': 14, 'Renewable': 2, 'Disaster': 1, 'Waste': 1, 'Fossil': 1}",1,2,0,0,1,1,0,0,1,0,14,0,0,0,0
6,single_label,topic_0006.json,6,Fossil,5,0.444,20,"{'Renewable': 3, 'Fossil': 8, 'Politics': 5, 'Electricity': 1, 'Activism': 1}",5,3,0,1,8,0,0,0,0,0,0,1,0,0,0
7,single_label,topic_0007.json,7,Activism,6,0.3,20,"{'Renewable': 3, 'Politics': 4, 'Activism': 6, 'Nature': 4, 'Lifestyle': 2, 'Waste': 1}",4,3,4,6,0,1,2,0,0,0,0,0,0,0,0
8,single_label,topic_0008.json,8,Renewable,3,0.9,20,"{'Renewable': 18, 'Nature': 1, 'Electricity': 1}",0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
9,single_label,topic_0009.json,9,Waste,6,0.75,20,"{'Renewable': 1, 'Waste': 15, 'Technology': 1, 'Lifestyle': 1, 'Activism': 1, 'Disaster': 1}",0,1,0,1,0,15,1,0,1,0,0,0,0,0,1
10,single_label,topic_0010.json,10,Fossil,7,0.25,20,"{'Activism': 2, 'Fossil': 5, 'Politics': 2, 'Lifestyle': 2, 'Nature': 3, 'Renewable': 5, 'Agriculture': 1}",2,5,3,2,5,0,2,0,0,1,0,0,0,0,0
11,single_label,topic_0011.json,11,Politics,9,0.3,20,"{'Fossil': 2, 'Lifestyle': 3, 'Politics': 6, 'Nature': 1, 'Transportation': 3, 'Waste': 1, 'Disaster': 1, 'Renewable': 1, 'Activism': 2}",6,1,1,2,2,1,3,0,1,0,3,0,0,0,0
12,single_label,topic_0012.json,12,Agriculture,7,0.25,20,"{'Weather': 1, 'Agriculture': 5, 'Waste': 3, 'Politics': 3, 'Nature': 2, 'Lifestyle': 3, 'Activism': 3}",3,0,2,3,0,3,3,1,0,5,0,0,0,0,0
13,single_label,topic_0013.json,13,Politics,6,0.65,20,"{'Politics': 13, 'Fossil': 1, 'Renewable': 3, 'Waste': 1, 'Lifestyle': 1, 'Nature': 1}",13,3,1,0,1,1,1,0,0,0,0,0,0,0,0
14,single_label,topic_0014.json,14,Nature,5,0.55,20,"{'Nature': 11, 'Activism': 4, 'Politics': 3, 'Agriculture': 1, 'Disaster': 1}",3,0,11,4,0,0,0,0,1,1,0,0,0,0,0
15,single_label,topic_0015.json,15,Electricity,7,0.316,20,"{'Renewable': 4, 'Electricity': 6, 'Weather': 2, 'Construction': 4, 'Lifestyle': 1, 'Nature': 1, 'Waste': 1}",0,4,1,0,0,1,1,2,0,0,0,6,4,0,0
16,single_label,topic_0016.json,16,Politics,6,0.474,20,"{'Renewable': 4, 'Politics': 9, 'Waste': 2, 'Nature': 1, 'Electricity': 1, 'Disaster': 2}",9,4,1,0,0,2,0,0,2,0,0,1,0,0,0
17,single_label,topic_0017.json,17,Weather,5,0.5,20,"{'Nature': 6, 'Weather': 10, 'Politics': 1, 'Disaster': 2, 'Fossil': 1}",1,0,6,0,1,0,0,10,2,0,0,0,0,0,0
18,single_label,topic_0018.json,18,Renewable,5,0.6,20,"{'Politics': 5, 'Renewable': 12, 'Disaster': 1, 'Fossil': 1, 'Electricity': 1}",5,12,0,0,1,0,0,0,1,0,0,1,0,0,0
19,single_label,topic_0019.json,19,Activism,8,0.421,20,"{'Renewable': 3, 'Disaster': 1, 'Activism': 8, 'Waste': 1, 'Politics': 1, 'Weather': 1, 'Nature': 3, 'Lifestyle': 1}",1,3,3,8,0,1,1,1,1,0,0,0,0,0,0
20,single_label,topic_0020.json,20,Fossil,6,0.5,20,"{'Fossil': 10, 'Politics': 5, 'Agriculture': 1, 'Transportation': 2, 'Disaster': 1, 'Renewable': 1}",5,1,0,0,10,0,0,0,1,1,2,0,0,0,0
21,single_label,topic_0021.json,21,Politics,6,0.412,20,"{'Transportation': 1, 'Waste': 3, 'Politics': 7, 'Lifestyle': 4, 'Weather': 1, 'Activism': 1}",7,0,0,1,0,3,4,1,0,0,1,0,0,0,0
22,single_label,topic_0022.json,22,Disaster,8,0.45,20,"{'Nature': 1, 'Activism': 2, 'Construction': 1, 'Disaster': 9, 'Fossil': 2, 'Lifestyle': 1, 'Renewable': 2, 'Weather': 2}",0,2,1,2,2,0,1,2,9,0,0,0,1,0,0
23,single_label,topic_0023.json,23,Nature,5,0.7,20,"{'Disaster': 1, 'Nature': 14, 'Renewable': 1, 'Activism': 3, 'Weather': 1}",0,1,14,3,0,0,0,1,1,0,0,0,0,0,0
24,single_label,topic_0024.json,24,Construction,7,0.55,20,"{'Construction': 11, 'Politics': 4, 'Renewable': 1, 'Transportation': 1, 'Nature': 1, 'Disaster': 1, 'Lifestyle': 1}",4,1,1,0,0,0,1,0,1,0,1,0,11,0,0
25,single_label,topic_0025.json,25,Renewable,4,0.737,20,"{'Renewable': 14, 'Nature': 1, 'Transportation': 2, 'Fossil': 2}",0,14,1,0,2,0,0,0,0,0,2,0,0,0,0
26,single_label,topic_0026.json,26,Politics,6,0.55,20,"{'Activism': 2, 'Politics': 11, 'Nature': 4, 'Agriculture': 1, 'Disaster': 1, 'Waste': 1}",11,0,4,2,0,1,0,0,1,1,0,0,0,0,0
27,single_label,topic_0027.json,27,Politics,5,0.35,20,"{'Electricity': 2, 'Politics': 7, 'Fossil': 5, 'Renewable': 5, 'Waste': 1}",7,5,0,0,5,1,0,0,0,0,0,2,0,0,0
28,single_label,topic_0028.json,28,Politics,3,0.737,20,"{'Renewable': 4, 'Politics': 14, 'Lifestyle': 1}",14,4,0,0,0,0,1,0,0,0,0,0,0,0,0
29,single_label,topic_0029.json,29,Waste,5,0.474,20,"{'Waste': 9, 'Lifestyle': 6, 'Renewable': 2, 'Fossil': 1, 'Nature': 1}",0,2,1,0,1,9,6,0,0,0,0,0,0,0,0
30,single_label,topic_0030.json,30,Politics,7,0.474,20,"{'Politics': 9, 'Lifestyle': 1, 'Nature': 4, 'Weather': 1, 'Construction': 1, 'Activism': 2, 'Waste': 1}",9,0,4,2,0,1,1,1,0,0,0,0,1,0,0
31,single_label,topic_0031.json,31,Politics,5,0.6,20,"{'Politics': 12, 'Lifestyle': 2, 'Waste': 4, 'Activism': 1, 'Transportation': 1}",12,0,0,1,0,4,2,0,0,0,1,0,0,0,0
32,single_label,topic_0032.json,32,Nature,7,0.35,20,"{'Waste': 2, 'Activism': 1, 'Nature': 7, 'Politics': 6, 'Lifestyle': 2, 'Weather': 1, 'Fossil': 1}",6,0,7,1,1,2,2,1,0,0,0,0,0,0,0
33,single_label,topic_0033.json,33,Politics,4,0.7,20,"{'Politics': 14, 'Transportation': 1, 'Fossil': 2, 'Activism': 3}",14,0,0,3,2,0,0,0,0,0,1,0,0,0,0
34,single_label,topic_0034.json,34,Politics,5,0.55,20,"{'Politics': 11, 'Activism': 3, 'Fossil': 4, 'Renewable': 1, 'Disaster': 1}",11,1,0,3,4,0,0,0,1,0,0,0,0,0,0
35,single_label,topic_0035.json,35,Waste,7,0.45,20,"{'Disaster': 3, 'Waste': 9, 'Nature': 2, 'Lifestyle': 1, 'Fossil': 2, 'Politics': 2, 'Activism': 1}",2,0,2,1,2,9,1,0,3,0,0,0,0,0,0
36,single_label,topic_0036.json,36,Renewable,2,0.6,20,"{'Renewable': 12, 'Politics': 8}",8,12,0,0,0,0,0,0,0,0,0,0,0,0,0
37,single_label,topic_0037.json,37,Politics,3,0.562,20,"{'Nature': 1, 'Activism': 6, 'Politics': 9}",9,0,1,6,0,0,0,0,0,0,0,0,0,0,0
38,single_label,topic_0038.json,38,Weather,6,0.35,20,"{'Weather': 7, 'Politics': 6, 'Nature': 3, 'Transportation': 1, 'Renewable': 1, 'Activism': 2}",6,1,3,2,0,0,0,7,0,0,1,0,0,0,0
39,single_label,topic_0039.json,39,Technology,7,0.316,20,"{'Lifestyle': 3, 'Politics': 3, 'Renewable': 4, 'Technology': 6, 'Nature': 1, 'Waste': 1, 'Fossil': 1}",3,4,1,0,1,1,3,0,0,0,0,0,0,0,6
40,single_label,topic_0040.json,40,Disaster,4,0.45,20,"{'Activism': 2, 'Disaster': 9, 'Politics': 8, 'Weather': 1}",8,0,0,2,0,0,0,1,9,0,0,0,0,0,0
41,single_label,topic_0041.json,41,Activism,3,0.85,20,"{'Activism': 17, 'Politics': 2, 'Disaster': 1}",2,0,0,17,0,0,0,0,1,0,0,0,0,0,0
42,single_label,topic_0042.json,42,Nature,1,1.0,20,{'Nature': 20},0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
43,single_label,topic_0043.json,43,Politics,3,0.55,20,"{'Activism': 8, 'Politics': 11, 'Nature': 1}",11,0,1,8,0,0,0,0,0,0,0,0,0,0,0
44,single_label,topic_0044.json,44,Politics,1,1.0,20,{'Politics': 20},20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,single_label,topic_0045.json,45,Renewable,1,1.0,20,{'Renewable': 20},0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
46,single_label,topic_0046.json,46,Renewable,5,0.6,20,"{'Renewable': 12, 'Construction': 1, 'Activism': 5, 'Transportation': 1, 'Nature': 1}",0,12,1,5,0,0,0,0,0,0,1,0,1,0,0
47,single_label,topic_0047.json,47,Nature,5,0.625,20,"{'Renewable': 1, 'Nature': 10, 'Waste': 1, 'Weather': 2, 'Lifestyle': 2}",0,1,10,0,0,1,2,2,0,0,0,0,0,0,0
48,single_label,topic_0048.json,48,Politics,4,0.85,20,"{'Disaster': 1, 'Politics': 17, 'Nature': 1, 'Activism': 1}",17,0,1,1,0,0,0,0,1,0,0,0,0,0,0
49,single_label,topic_1000.json,1000,Renewable,4,0.65,20,"{'Electricity': 4, 'Renewable': 13, 'Politics': 2, 'Fossil': 1}",2,13,0,0,1,0,0,0,0,0,0,4,0,0,0
50,single_label,topic_1001.json,1001,Politics,5,0.45,20,"{'Politics': 9, 'Disaster': 3, 'Activism': 5, 'Renewable': 2, 'Fossil': 1}",9,2,0,5,1,0,0,0,3,0,0,0,0,0,0
51,single_label,topic_1002.json,1002,Weather,4,0.6,20,"{'Weather': 12, 'Disaster': 4, 'Renewable': 3, 'Nature': 1}",0,3,1,0,0,0,0,12,4,0,0,0,0,0,0
52,single_label,topic_1003.json,1003,Activism,6,0.45,20,"{'Lifestyle': 2, 'Fossil': 1, 'Activism': 9, 'Politics': 5, 'Renewable': 2, 'Nature': 1}",5,2,1,9,1,0,2,0,0,0,0,0,0,0,0
53,single_label,topic_1004.json,1004,Politics,6,0.75,20,"{'Politics': 15, 'Disaster': 1, 'Lifestyle': 1, 'Waste': 1, 'Nature': 1, 'Activism': 1}",15,0,1,1,0,1,1,0,1,0,0,0,0,0,0
54,single_label,topic_1005.json,1005,Politics,8,0.5,20,"{'Politics': 10, 'Waste': 1, 'Renewable': 4, 'Agriculture': 1, 'Fossil': 1, 'Activism': 1, 'Lifestyle': 1, 'Transportation': 1}",10,4,0,1,1,1,1,0,0,1,1,0,0,0,0
55,single_label,topic_1006.json,1006,Politics,5,0.6,20,"{'Activism': 2, 'Politics': 12, 'Fossil': 2, 'Renewable': 3, 'Weather': 1}",12,3,0,2,2,0,0,1,0,0,0,0,0,0,0
56,single_label,topic_1007.json,1007,Politics,4,0.5,20,"{'Activism': 7, 'Politics': 10, 'Nature': 2, 'Waste': 1}",10,0,2,7,0,1,0,0,0,0,0,0,0,0,0
57,single_label,topic_1008.json,1008,Politics,4,0.7,20,"{'Politics': 14, 'Renewable': 4, 'Electricity': 1, 'Activism': 1}",14,4,0,1,0,0,0,0,0,0,0,1,0,0,0
58,single_label,topic_1009.json,1009,Politics,5,0.6,20,"{'Politics': 12, 'Disaster': 1, 'Construction': 1, 'Renewable': 5, 'Activism': 1}",12,5,0,1,0,0,0,0,1,0,0,0,1,0,0
59,single_label,topic_1010.json,1010,Lifestyle,9,0.312,20,"{'Disaster': 3, 'Politics': 1, 'Lifestyle': 5, 'Transportation': 1, 'Nature': 2, 'Fossil': 1, 'Renewable': 1, 'Weather': 1, 'Waste': 1}",1,1,2,0,1,1,5,1,3,0,1,0,0,0,0
60,single_label,topic_1011.json,1011,Nature,5,0.429,20,"{'Nature': 6, 'Renewable': 3, 'Lifestyle': 2, 'Activism': 2, 'Technology': 1}",0,3,6,2,0,0,2,0,0,0,0,0,0,0,1
61,single_label,topic_1012.json,1012,Politics,7,0.3,20,"{'Politics': 6, 'Activism': 5, 'Nature': 3, 'Lifestyle': 2, 'Renewable': 1, 'Agriculture': 2, 'Fossil': 1}",6,1,3,5,1,0,2,0,0,2,0,0,0,0,0
62,single_label,topic_1013.json,1013,Politics,6,0.421,20,"{'Renewable': 5, 'Politics': 8, 'Weather': 2, 'Lifestyle': 1, 'Waste': 1, 'Activism': 2}",8,5,0,2,0,1,1,2,0,0,0,0,0,0,0
63,single_label,topic_1014.json,1014,Politics,5,0.75,20,"{'Politics': 15, 'Activism': 2, 'Nature': 1, 'Renewable': 1, 'Fossil': 1}",15,1,1,2,1,0,0,0,0,0,0,0,0,0,0
64,single_label,topic_1015.json,1015,Nature,6,0.4,20,"{'Nature': 8, 'Waste': 3, 'Activism': 5, 'Disaster': 1, 'Weather': 1, 'Renewable': 2}",0,2,8,5,0,3,0,1,1,0,0,0,0,0,0
65,single_label,topic_1016.json,1016,Renewable,3,0.45,20,"{'Politics': 4, 'Renewable': 9, 'Transportation': 7}",4,9,0,0,0,0,0,0,0,0,7,0,0,0,0
66,single_label,topic_1017.json,1017,Renewable,5,0.5,20,"{'Politics': 3, 'Activism': 3, 'Fossil': 2, 'Renewable': 10, 'Disaster': 2}",3,10,0,3,2,0,0,0,2,0,0,0,0,0,0
67,single_label,topic_1018.json,1018,Nature,7,0.55,20,"{'Renewable': 2, 'Nature': 11, 'Agriculture': 2, 'Lifestyle': 1, 'Politics': 2, 'Weather': 1, 'Activism': 1}",2,2,11,1,0,0,1,1,0,2,0,0,0,0,0
68,single_label,topic_1019.json,1019,Waste,5,0.647,20,"{'Waste': 11, 'Renewable': 1, 'Electricity': 1, 'Agriculture': 1, 'Lifestyle': 3}",0,1,0,0,0,11,3,0,0,1,0,1,0,0,0
69,single_label,topic_1020.json,1020,Fossil,5,0.5,20,"{'Waste': 1, 'Fossil': 10, 'Renewable': 1, 'Activism': 3, 'Politics': 5}",5,1,0,3,10,1,0,0,0,0,0,0,0,0,0
70,single_label,topic_1021.json,1021,Politics,4,0.65,20,"{'Politics': 13, 'Activism': 3, 'Disaster': 3, 'Transportation': 1}",13,0,0,3,0,0,0,0,3,0,1,0,0,0,0
71,single_label,topic_1022.json,1022,Construction,5,0.421,20,"{'Construction': 8, 'Waste': 2, 'Nature': 2, 'Lifestyle': 4, 'Renewable': 3}",0,3,2,0,0,2,4,0,0,0,0,0,8,0,0
72,single_label,topic_1023.json,1023,Politics,7,0.5,20,"{'Politics': 10, 'Disaster': 3, 'Activism': 3, 'Technology': 1, 'Renewable': 1, 'Waste': 1, 'Nature': 1}",10,1,1,3,0,1,0,0,3,0,0,0,0,0,1
73,single_label,topic_1024.json,1024,Renewable,6,0.3,20,"{'Lifestyle': 2, 'Electricity': 4, 'Renewable': 6, 'Waste': 4, 'Construction': 2, 'Activism': 2}",0,6,0,2,0,4,2,0,0,0,0,4,2,0,0
74,single_label,topic_1025.json,1025,Fossil,8,0.45,20,"{'Fossil': 9, 'Renewable': 5, 'Weather': 1, 'Waste': 1, 'Electricity': 1, 'Activism': 1, 'Politics': 1, 'Transportation': 1}",1,5,0,1,9,1,0,1,0,0,1,1,0,0,0
75,single_label,topic_1026.json,1026,Fossil,6,0.5,20,"{'Politics': 6, 'Disaster': 1, 'Fossil': 10, 'Waste': 1, 'Electricity': 1, 'Activism': 1}",6,0,0,1,10,1,0,0,1,0,0,1,0,0,0
76,single_label,topic_1027.json,1027,Transportation,6,0.5,20,"{'Transportation': 10, 'Lifestyle': 5, 'Fossil': 2, 'Renewable': 1, 'Construction': 1, 'Weather': 1}",0,1,0,0,2,0,5,1,0,0,10,0,1,0,0
77,single_label,topic_1028.json,1028,Weather,1,1.0,20,{'Weather': 20},0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
78,single_label,topic_1029.json,1029,Nature,7,0.35,20,"{'Waste': 1, 'Agriculture': 6, 'Nature': 7, 'Fossil': 1, 'Lifestyle': 2, 'Politics': 2, 'Weather': 1}",2,0,7,0,1,1,2,1,0,6,0,0,0,0,0
79,single_label,topic_1030.json,1030,Nature,7,0.3,20,"{'Disaster': 4, 'Waste': 2, 'Activism': 1, 'Nature': 6, 'Lifestyle': 5, 'Fossil': 1, 'Politics': 1}",1,0,6,1,1,2,5,0,4,0,0,0,0,0,0
80,single_label,topic_1031.json,1031,Lifestyle,4,0.35,20,"{'Nature': 6, 'Lifestyle': 7, 'Weather': 6, 'Disaster': 1}",0,0,6,0,0,0,7,6,1,0,0,0,0,0,0
81,single_label,topic_1032.json,1032,Nature,5,0.6,20,"{'Agriculture': 5, 'Nature': 12, 'Activism': 1, 'Disaster': 1, 'Renewable': 1}",0,1,12,1,0,0,0,0,1,5,0,0,0,0,0
82,single_label,topic_1033.json,1033,Renewable,6,0.5,20,"{'Renewable': 10, 'Agriculture': 3, 'Waste': 3, 'Transportation': 1, 'Fossil': 1, 'Activism': 2}",0,10,0,2,1,3,0,0,0,3,1,0,0,0,0
83,single_label,topic_1034.json,1034,Renewable,9,0.25,20,"{'Politics': 4, 'Renewable': 5, 'Agriculture': 1, 'Activism': 3, 'Nature': 3, 'Construction': 1, 'Fossil': 1, 'Waste': 1, 'Lifestyle': 1}",4,5,3,3,1,1,1,0,0,1,0,0,1,0,0
84,single_label,topic_1035.json,1035,Activism,6,0.35,20,"{'Lifestyle': 4, 'Activism': 7, 'Fossil': 1, 'Politics': 6, 'Nature': 1, 'Disaster': 1}",6,0,1,7,1,0,4,0,1,0,0,0,0,0,0
85,single_label,topic_1036.json,1036,Politics,7,0.55,20,"{'Renewable': 2, 'Politics': 11, 'Activism': 1, 'Disaster': 1, 'Electricity': 1, 'Agriculture': 1, 'Nature': 3}",11,2,3,1,0,0,0,0,1,1,0,1,0,0,0
86,single_label,topic_1037.json,1037,Politics,5,0.75,20,"{'Renewable': 1, 'Politics': 15, 'Activism': 2, 'Disaster': 1, 'Nature': 1}",15,1,1,2,0,0,0,0,1,0,0,0,0,0,0
87,single_label,topic_1038.json,1038,Lifestyle,4,0.45,20,"{'Lifestyle': 9, 'Activism': 5, 'Politics': 3, 'Nature': 3}",3,0,3,5,0,0,9,0,0,0,0,0,0,0,0
88,single_label,topic_1039.json,1039,Nature,5,0.4,20,"{'Activism': 6, 'Lifestyle': 3, 'Nature': 8, 'Disaster': 2, 'Weather': 1}",0,0,8,6,0,0,3,1,2,0,0,0,0,0,0
89,single_label,topic_1040.json,1040,Politics,4,0.5,20,"{'Fossil': 2, 'Renewable': 7, 'Politics': 10, 'Construction': 1}",10,7,0,0,2,0,0,0,0,0,0,0,1,0,0
90,single_label,topic_1041.json,1041,Politics,5,0.55,20,"{'Politics': 11, 'Disaster': 2, 'Renewable': 1, 'Waste': 1, 'Activism': 5}",11,1,0,5,0,1,0,0,2,0,0,0,0,0,0
91,single_label,topic_1042.json,1042,Politics,7,0.632,20,"{'Lifestyle': 2, 'Politics': 12, 'Construction': 1, 'Renewable': 1, 'Weather': 1, 'Activism': 1, 'Nature': 1}",12,1,1,1,0,0,2,1,0,0,0,0,1,0,0
92,single_label,topic_1043.json,1043,Agriculture,5,0.75,20,"{'Agriculture': 15, 'Nature': 1, 'Disaster': 1, 'Lifestyle': 2, 'Renewable': 1}",0,1,1,0,0,0,2,0,1,15,0,0,0,0,0
93,single_label,topic_1044.json,1044,Politics,5,0.5,20,"{'Politics': 10, 'Activism': 5, 'Renewable': 3, 'Disaster': 1, 'Nature': 1}",10,3,1,5,0,0,0,0,1,0,0,0,0,0,0
94,single_label,topic_1045.json,1045,Nature,5,0.684,20,"{'Disaster': 1, 'Nature': 13, 'Lifestyle': 1, 'Agriculture': 2, 'Renewable': 2}",0,2,13,0,0,0,1,0,1,2,0,0,0,0,0
95,single_label,topic_1046.json,1046,Nature,6,0.417,20,"{'Nature': 5, 'Renewable': 1, 'Lifestyle': 2, 'Transportation': 1, 'Technology': 1, 'Waste': 2}",0,1,5,0,0,2,2,0,0,0,1,0,0,0,1
96,single_label,topic_1047.json,1047,Renewable,4,0.7,20,"{'Renewable': 14, 'Activism': 1, 'Nature': 3, 'Politics': 2}",2,14,3,1,0,0,0,0,0,0,0,0,0,0,0
97,single_label,topic_1048.json,1048,Politics,4,0.85,20,"{'Politics': 17, 'Fossil': 1, 'Lifestyle': 1, 'Renewable': 1}",17,1,0,0,1,0,1,0,0,0,0,0,0,0,0
